title;platform;score_phrase;score;genre;editors_choice;release_year
SteamWorld Dig;Nintendo 3DS;Amazing;9.5;Platformer;Y;2013
SteamWorld Dig;PC;Amazing;9.5;Platformer;Y;2013
The Pinball Arcade;PC;Amazing;9;Pinball;Y;2013
Dead Rising 3;Xbox One;Great;8.3;Action;N;2013
Powerstar Golf;Xbox One;Good;7;Sports;N;2013
Crimson Dragon;Xbox One;Mediocre;5.9;Action;N;2013
LocoCycle;Xbox One;Okay;6.4;Action;N;2013
Killer Instinct;Xbox One;Great;8.4;Fighting;N;2013
Deus Ex: Human Revolution -- Director's Cut;Wii U;Great;8.3;Shooter;N;2013
Rune Factory 4;Nintendo 3DS;Great;8;RPG;N;2013
The Stanley Parable;PC;Great;8.8;Adventure;N;2013
The Stanley Parable;Macintosh;Great;8.8;Adventure;N;2013
Sonic: Lost World;Wii U;Mediocre;5.8;Platformer;N;2013
Glare;PC;Good;7.1;Platformer/Action;N;2013
Knock-Knock;PC;Okay;6.2;Adventure;N;2013
140;PC;Great;8;Platformer;N;2013
Soundodger;PC;Good;7.3;Music/Action;N;2013
Call of Duty: Ghosts;PC;Great;8.8;Shooter;N;2013
Call of Duty: Ghosts;Xbox One;Great;8.8;Shooter;N;2013
Call of Duty: Ghosts;PlayStation 3;Great;8.8;Shooter;N;2013
Call of Duty: Ghosts;Xbox 360;Great;8.8;Shooter;N;2013
Call of Duty: Ghosts;Wii U;Great;8.8;Shooter;N;2013
Hometown Story;Nintendo 3DS;Mediocre;5;Adventure;N;2013
SpongeBob SquarePants: Plankton's Robotic Revenge;PlayStation 3;Awful;3.5;Adventure;N;2013
Madden NFL 25;PlayStation 4;Good;7.6;Sports;N;2013
Madden NFL 25;Xbox One;Good;7.6;Sports;N;2013
The Legend of Zelda: A Link Between Worlds;Nintendo 3DS;Amazing;9.4;Adventure;Y;2013
Killzone: Shadow Fall;PlayStation 4;Great;8;Shooter;N;2013
Knack;PlayStation 4;Mediocre;5.9;Action;N;2013
Resogun;PlayStation 4;Amazing;9;Shooter;Y;2013
Contrast;PC;Good;7.5;Puzzle/Action;N;2013
Contrast;PlayStation 4;Good;7.5;Puzzle/Action;N;2013
Flower;PlayStation 4;Amazing;9.5;Action;Y;2013
Skylanders Swap Force;Xbox 360;Great;8.2;Action/Adventure;N;2013
Skylanders Swap Force;PlayStation 3;Great;8.2;Action/Adventure;N;2013
Skylanders Swap Force;Wii U;Great;8.2;Action/Adventure;N;2013
Skylanders Swap Force;Wii;Great;8.2;Action/Adventure;N;2013
Skylanders Swap Force;Nintendo 3DS;Good;7.1;Adventure;N;2013
Legends of Aethereus;PC;Bad;4.7;Action/RPG;N;2013
Marvel Puzzle Quest: Dark Reign;iPhone;Amazing;9.1;Puzzle/RPG;Y;2013
Just Dance 2014;Wii U;Good;7.9;Music;N;2013
Football Manager 2014;PC;Great;8;Sports/Simulation;N;2013
Football Manager 2014;Macintosh;Great;8;Sports/Simulation;N;2013
Football Manager 2014;Linux;Great;8;Sports/Simulation;N;2013
Nickelodeon's Teenage Mutant Ninja Turtles;Nintendo 3DS;Mediocre;5;Action;N;2013
Assassin's Creed IV: Black Flag;Wii U;Great;8.5;Action/Adventure;N;2013
Assassin's Creed IV: Black Flag;PlayStation 4;Great;8.5;Action/Adventure;N;2013
Assassin's Creed IV: Black Flag;PC;Great;8.5;Action/Adventure;N;2013
Assassin's Creed IV: Black Flag;Xbox One;Great;8.5;Action/Adventure;N;2013
Deadfall Adventures;PC;Bad;4;Shooter;N;2013
Chivalry: Deadliest Warrior;PC;Great;8.1;Action;N;2013
Battlefield 4;Xbox One;Great;8.5;Shooter;N;2013
Zoo Tycoon;Xbox One;Mediocre;5.5;Simulation;N;2013
Fighter Within;Xbox One;Painful;2.7;Sports/Fighting;N;2013
Injustice: Gods Among Us -- Ultimate Edition;PC;Great;8.2;Fighting;N;2013
Stick it to The Man;PlayStation 3;Great;8.6;Adventure/Platformer;N;2013
NBA 2K14;PlayStation 4;Great;8.9;Sports;N;2013
NBA 2K14;Xbox One;Great;8.9;Sports;N;2013
Regular Show: Mordecai and Rigby in 8-Bit Land;Nintendo 3DS;Okay;6.2;Action;N;2013
Ratchet & Clank: Into the Nexus;PlayStation 3;Great;8.2;Platformer;N;2013
Bioshock Infinite: Burial at Sea -- Episode One;Xbox 360;Good;7;Shooter;N;2013
Bioshock Infinite: Burial at Sea -- Episode One;PC;Good;7;Shooter;N;2013
Bioshock Infinite: Burial at Sea -- Episode One;PlayStation 3;Good;7;Shooter;N;2013
Just Dance 2014;Xbox 360;Good;7.5;Music;N;2013
Just Dance 2014;Wii;Good;7.7;Music;N;2013
Assassin's Creed IV: Black Flag;Xbox 360;Great;8.5;Action/Adventure;N;2013
Assassin's Creed IV: Black Flag;PlayStation 3;Great;8.5;Action/Adventure;N;2013
Battlefield 4;PC;Great;8.5;Shooter;N;2013
Battlefield 4;Xbox 360;Great;8;Shooter;N;2013
Injustice: Gods Among Us -- Ultimate Edition;PlayStation Vita;Great;8.2;Fighting;N;2013
Injustice: Gods Among Us -- Ultimate Edition;PlayStation 4;Great;8.2;Fighting;N;2013
Mario Party: Island Tour;Nintendo 3DS;Mediocre;5.5;Party;N;2013
Super Motherload;PlayStation 4;Okay;6;Action/Puzzle;N;2013
Just Dance 2014;PlayStation 4;Good;7.5;Music;N;2013
Ryse: Son of Rome;Xbox One;Okay;6.8;Action/Adventure;N;2013
Ryse: Son of Rome;PC;Okay;6.8;Action/Adventure;N;2013
Wii Fit U;Wii U;Good;7.5;Sports;N;2013
Professor Layton and the Azran Legacy;Nintendo 3DS;Great;8.5;Adventure;Y;2013
XCOM: Enemy Within -- Commander Edition;Xbox 360;Amazing;9;Strategy;Y;2013
Need for Speed Rivals;PC;Great;8;Racing;N;2013
Need for Speed Rivals;PlayStation 4;Great;8;Racing;N;2013
Need for Speed Rivals;Xbox One;Great;8;Racing;N;2013
SimCity: Cities of Tomorrow;PC;Good;7.5;Simulation;N;2013
Forza Motorsport 5;Xbox One;Great;8.8;Racing;Y;2013
Tearaway;PlayStation Vita;Amazing;9.3;Adventure;Y;2013
Battlefield 4;PlayStation 4;Great;8.5;Shooter;N;2013
Super Mario 3D World;Wii U;Amazing;9.6;Platformer;Y;2013
NBA Live 14;Xbox One;Bad;4.3;Sports;N;2013
NBA Live 14;PlayStation 4;Bad;4.3;Sports;N;2013
The Pinball Arcade;PlayStation 4;Amazing;9;Pinball;Y;2013
Battlefield 4;PlayStation 3;Great;8;Shooter;N;2013
WWE 2K14;Xbox 360;Great;8.7;Wrestling;N;2013
WWE 2K14;PlayStation 3;Great;8.7;Wrestling;N;2013
Prime World;PC;Mediocre;5.9;RPG;N;2013
Batman: Arkham Origins Blackgate -- Deluxe Edition;PC;Good;7.4;Action;N;2013
Batman: Arkham Origins Blackgate -- Deluxe Edition;PlayStation 3;Good;7.4;Action;N;2013
Batman: Arkham Origins Blackgate -- Deluxe Edition;Xbox 360;Good;7.4;Action;N;2013
Batman: Arkham Origins Blackgate;Nintendo 3DS;Good;7.4;Action;N;2013
Batman: Arkham Origins Blackgate;PlayStation Vita;Good;7.4;Action;N;2013
Batman: Arkham Origins;PC;Good;7.8;Action;N;2013
Batman: Arkham Origins;Xbox 360;Good;7.8;Action;N;2013
Batman: Arkham Origins;Wii U;Good;7.8;Action;N;2013
Batman: Arkham Origins;PlayStation 3;Good;7.8;Action;N;2013
Phoenix Wright: Ace Attorney -- Dual Destinies;Nintendo 3DS;Good;7.2;Adventure;N;2013
How to Survive;Xbox 360;Mediocre;5.4;Action;N;2013
How to Survive;PC;Mediocre;5.4;Action;N;2013
How to Survive;Wii U;Mediocre;5.4;Action;N;2013
How to Survive;PlayStation 3;Mediocre;5.4;Action;N;2013
Wii Party U;Wii U;Good;7.5;Party;N;2013
Sonic: Lost World [3DS];Nintendo 3DS;Okay;6.8;Platformer;N;2013
Rocksmith 2014;PC;Amazing;9;Music;Y;2013
Rocksmith 2014;PlayStation 3;Amazing;9;Music;Y;2013
Rocksmith 2014;Macintosh;Amazing;9;Music;Y;2013
Rocksmith 2014;Xbox 360;Amazing;9;Music;Y;2013
Borderlands 2: T.K. Baha's Bloody Harvest;Xbox 360;Good;7;Shooter/RPG;N;2013
Adventure Time: Explore the Dungeon Because I Don't Know!;PlayStation 3;Awful;3.5;Adventure;N;2013
Adventure Time: Explore the Dungeon Because I Don't Know!;Wii U;Awful;3.5;Adventure;N;2013
Adventure Time: Explore the Dungeon Because I Don't Know!;PC;Awful;3.5;Adventure;N;2013
Gran Turismo 6;PlayStation 3;Great;8;Racing;N;2013
The Guided Fate Paradox;PlayStation 3;Good;7;RPG;N;2013
The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens;Linux;Okay;6.5;Adventure;N;2013
The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens;Macintosh;Okay;6.5;Adventure;N;2013
The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens;Xbox 360;Okay;6.5;Adventure;N;2013
The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens;PC;Okay;6.5;Adventure;N;2013
The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens;PlayStation 3;Okay;6.5;Adventure;N;2013
Bravely Default;Nintendo 3DS;Great;8.6;RPG;N;2013
Warframe;PlayStation 4;Good;7.5;Shooter;N;2013
Escape Plan;PlayStation 4;Great;8;Puzzle/Action;N;2013
Flower;PlayStation Vita;Amazing;9;Action;Y;2013
Tiny Brains;PlayStation 3;Bad;4.5;Puzzle;N;2013
Tiny Brains;PlayStation 4;Bad;4.5;Puzzle;N;2013
Tiny Brains;PC;Bad;4.5;Puzzle;N;2013
Redshirt;PC;Good;7.4;Action;N;2013
X Rebirth;PC;Bad;4.3;Simulation;N;2013
DC Universe Online;PlayStation 4;Great;8;RPG;N;2013
FIFA 14;Xbox One;Amazing;9.1;Sports;Y;2013
FIFA 14;PlayStation 4;Amazing;9.1;Sports;Y;2013
FIFA 14;Xbox 360;Amazing;9.1;Sports;Y;2013
Baldur's Gate II -- Enhanced Edition;PC;Great;8.3;RPG;N;2013
Device 6;iPhone;Amazing;9.5;Puzzle/Adventure;Y;2013
Insurgency;PC;Good;7.5;Shooter;N;2014
Tomb Raider: Definitive Edition;Xbox One;Amazing;9.1;Action;Y;2014
Tomb Raider: Definitive Edition;PlayStation 4;Amazing;9.1;Action;Y;2014
Consortium;PC;Good;7.2;Simulation;N;2014
Minecraft;PlayStation 3;Amazing;9.5;Action;Y;2014
Minecraft;PlayStation Vita;Amazing;9.5;Action;Y;2014
KickBeat;PC;Okay;6.5;Music/Action;N;2014
OlliOlli;PC;Good;7.7;Sports;N;2014
OlliOlli;PlayStation Vita;Good;7.7;Sports;N;2014
Assassin's Creed Liberation HD;Xbox 360;Mediocre;5.2;Action;N;2014
Assassin's Creed Liberation HD;PC;Mediocre;5.2;Action;N;2014
Assassin's Creed Liberation HD;PlayStation 3;Mediocre;5.2;Action;N;2014
X-Men: Battle of the Atom;iPhone;Bad;4;Card/Battle;N;2014
The Walking Dead: A Telltale Game Series -- Season Two;Xbox One;Great;8;Adventure;N;2013
The Walking Dead: A Telltale Game Series -- Season Two;PlayStation 3;Great;8;Adventure;N;2013
The Walking Dead: Season Two -- Episode 1: All That Remains;PlayStation 3;Great;8;Adventure;N;2013
The Walking Dead: A Telltale Game Series -- Season Two;PlayStation 4;Great;8;Adventure;N;2013
Assassin's Creed IV: Black Flag -- Freedom Cry;PlayStation 4;Good;7;Action/Adventure;N;2013
Broken Age: Act 1;iPhone;Amazing;9.5;Adventure;Y;2014
Broken Age: Act 1;PC;Amazing;9.5;Adventure;Y;2014
Joe Danger Infinity;iPhone;Great;8.6;Action;N;2014
Nidhogg;PC;Amazing;9;Fighting;Y;2014
Continue?9876543210;PC;Good;7.9;Adventure;N;2014
The Banner Saga;PC;Great;8.6;Strategy/RPG;N;2014
World of Warplanes;PC;Good;7.8;Flight;N;2013
Angry Birds Go!;iPhone;Mediocre;5;Racing/Action;N;2013
Angry Birds Go!;Android;Mediocre;5;Racing/Action;N;2013
Saint Seiya: Brave Soldiers;PlayStation 3;Mediocre;5.5;Fighting;N;2013
Doki-Doki Universe;PlayStation 4;Good;7;Adventure;N;2013
Doki-Doki Universe;PlayStation 3;Good;7;Adventure;N;2013
Doki-Doki Universe;PlayStation Vita;Good;7;Adventure;N;2013
Assassin's Creed Pirates;iPhone;Mediocre;5.5;Action;N;2013
Air Conflicts: Vietnam;PlayStation 3;Awful;3.5;Flight/Action;N;2013
Don't Starve;PC;Good;7.5;Adventure;N;2014
Don't Starve;PlayStation 4;Good;7.5;Adventure;N;2014
Not the Robots;PC;Okay;6.5;Action;N;2014
Halo: Spartan Assault;Xbox One;Mediocre;5.8;Shooter;N;2014
Zumba Fitness World Party;Xbox One;Good;7.2;Sports/Other;N;2014
Metal Gear Rising: Revengeance;PC;Great;8.5;Action;N;2014
Dr. Luigi;Wii U;Good;7.5;Puzzle;N;2014
Sorcery Saga: The Curse of the Great Curry God (Hot and Spicy/Everything Nicey Limited Edition);PlayStation Vita;Good;7.5;RPG;N;2014
Sorcery Saga: The Curse of the Great Curry God;PlayStation Vita;Good;7.5;RPG;N;2014
Terraria;PlayStation Vita;Amazing;9.2;Action/RPG;Y;2013
Air Conflicts: Vietnam;Xbox 360;Awful;3.5;Flight/Action;N;2013
Air Conflicts: Vietnam;PC;Awful;3.5;Flight/Action;N;2013
Young Justice: Legacy;Xbox 360;Bad;4.8;Action/RPG;N;2013
Young Justice: Legacy;PC;Bad;4.8;Action/RPG;N;2013
Young Justice: Legacy;PlayStation 3;Bad;4.8;Action/RPG;N;2013
The Novelist;PC;Okay;6.5;Puzzle;N;2013
The Amazing Spider-Man;PlayStation Vita;Bad;4.8;Action;N;2013
Peggle 2;PlayStation 4;Amazing;9;Puzzle/Action;Y;2013
Peggle 2;Xbox One;Amazing;9;Puzzle/Action;Y;2013
Max: The Curse of Brotherhood;Xbox One;Okay;6;Action;N;2013
NES Remix;Wii U;Great;8;Party;N;2013
Ravensword: Shadowlands;PC;Mediocre;5.6;Action/RPG;N;2013
Borderlands 2: How Marcus Saved Mercenary Day;Xbox 360;Good;7.3;Shooter/RPG;N;2013
Borderlands 2: How Marcus Saved Mercenary Day;PC;Good;7.3;Shooter/RPG;N;2013
Ys: Memories of Celceta;PlayStation Vita;Good;7.5;Action/RPG;N;2013
The Room Two;iPad;Great;8.6;Puzzle;N;2013
Republique -- Episode 1: Exordium;iPhone;Great;8.5;Adventure;N;2013
Adventure Time: Explore the Dungeon Because I Don't Know!;Xbox 360;Awful;3.5;Adventure;N;2013
Adventure Time: Explore the Dungeon Because I Don't Know!;Nintendo 3DS;Awful;3.5;Adventure;N;2013
Rambo: The Video Game;PlayStation 3;Awful;3;Shooter;N;2014
Banished;PC;Great;8.3;Simulation;N;2014
Tales of Symphonia Chronicles;PlayStation 3;Great;8;Compilation/RPG;N;2014
BandFuse: Rock Legends;PlayStation 3;Great;8.2;Music;N;2014
BandFuse: Rock Legends;Xbox 360;Great;8.2;Music;N;2014
Horizon;PC;Okay;6.5;Strategy;N;2014
The LEGO Movie Videogame;Xbox 360;Okay;6.5;Action/Adventure;N;2014
The LEGO Movie Videogame;PlayStation 3;Okay;6.5;Action/Adventure;N;2014
Borderlands 2: Mad Moxxi and the Wedding Day Massacre;Xbox 360;Mediocre;5.7;Shooter/RPG;N;2014
Lightning Returns: Final Fantasy XIII;PlayStation 3;Good;7;RPG;N;2014
Lightning Returns: Final Fantasy XIII;Xbox 360;Good;7;RPG;N;2014
Flappy Bird;Android;Mediocre;5.4;Action;N;2014
Cut The Rope 2;iPhone;Great;8;Puzzle;N;2013
Samurai Gunn;PC;Great;8.3;Shooter;N;2013
Grand Theft Auto: San Andreas;iPhone;Great;8.3;Action/Adventure;N;2013
AquaPazza;PlayStation 3;Good;7;Fighting;N;2013
The Walking Dead: Season Two -- Episode 1: All That Remains;Xbox 360;Great;8;Adventure;N;2013
The Walking Dead: Season Two -- Episode 1: All That Remains;iPhone;Great;8;Adventure;N;2013
The Walking Dead: Season Two -- Episode 1: All That Remains;PC;Great;8;Adventure;N;2013
TxK;PlayStation Vita;Great;8.2;Shooter;N;2014
Toukiden: The Age of Demons;PlayStation Vita;Okay;6.2;Action;N;2014
Strider;PlayStation 4;Good;7.5;Action;N;2014
Strider;Xbox 360;Good;7.5;Action;N;2014
Strider;PlayStation 3;Good;7.5;Action;N;2014
Strider;PC;Good;7.5;Action;N;2014
Strider;Xbox One;Good;7.5;Action;N;2014
Earth Defense Force 2025;PlayStation 3;Okay;6.5;Action;N;2014
Earth Defense Force 2025;Xbox 360;Okay;6.5;Action;N;2014
Flappy Bird;Windows Phone;Mediocre;5.4;Action;N;2014
Flappy Bird;iPhone;Mediocre;5.4;Action;N;2014
Dustforce;PlayStation 3;Good;7.7;Platformer;N;2014
Dustforce;PlayStation Vita;Good;7.7;Platformer;N;2014
Jazzpunk;PC;Good;7;Adventure;N;2014
Dragon Ball Z: Battle of Z;PlayStation 3;Okay;6.6;Fighting;N;2014
Dragon Ball Z: Battle of Z;Xbox 360;Okay;6.6;Fighting;N;2014
Dragon Ball Z: Battle of Z;PlayStation Vita;Okay;6.6;Fighting;N;2014
The Wolf Among Us: Episode 2 -- Smoke and Mirrors;PC;Great;8.5;Adventure;N;2014
The Walking Dead: A Telltale Game Series -- Season Two;Xbox 360;Great;8;Adventure;N;2013
The Walking Dead: A Telltale Game Series -- Season Two;Ouya;Great;8;Adventure;N;2013
The Walking Dead: A Telltale Game Series -- Season Two;iPhone;Great;8;Adventure;N;2013
The Walking Dead: A Telltale Game Series -- Season Two;PlayStation Vita;Great;8;Adventure;N;2013
The Walking Dead: Season Two -- Episode 1: All That Remains;PlayStation Vita;Great;8;Adventure;N;2013
The Walking Dead: A Telltale Game Series -- Season Two;PC;Great;8;Adventure;N;2013
Donkey Kong Country: Tropical Freeze;Wii U;Amazing;9;Platformer/Action;N;2014
The Last of Us: Left Behind;PlayStation 3;Amazing;9;Action/Adventure;Y;2014
Minecraft -- Pocket Edition;iPhone;Good;7.5;Action;N;2014
Minecraft -- Pocket Edition;Android;Good;7.5;Action;N;2014
League of Legends;Macintosh;Amazing;9.2;Action;Y;2014
League of Legends;PC;Amazing;9.2;Action;Y;2014
The LEGO Movie Videogame;Xbox One;Okay;6.5;Action/Adventure;N;2014
The LEGO Movie Videogame;PC;Okay;6.5;Action/Adventure;N;2014
The LEGO Movie Videogame;PlayStation 4;Okay;6.5;Action/Adventure;N;2014
The Wolf Among Us: Episode 2 -- Smoke and Mirrors;Xbox 360;Great;8.5;Adventure;N;2014
The Wolf Among Us: Episode 2 -- Smoke and Mirrors;PlayStation 3;Great;8.5;Adventure;N;2014
Unepic;Wii U;Good;7;Platformer;N;2014
The Castle Doctrine;PC;Bad;4.5;Strategy;N;2014
Surge Deluxe;PlayStation Vita;Good;7.2;Puzzle;N;2014
Rekoil;PC;Awful;3;Shooter;N;2014
Fable Anniversary;Xbox 360;Great;8;RPG;N;2014
Octodad: Dadliest Catch;PC;Good;7.8;Adventure;N;2014
Blackguards;PC;Good;7.8;RPG;N;2014
The LEGO Movie Videogame;Wii U;Okay;6.5;Action/Adventure;N;2014
Might and Magic X Legacy;PC;Good;7.3;RPG;N;2014
Titanfall;PC;Great;8.9;Shooter/First-Person;Y;2014
Final Fantasy X / X-2 HD Remaster;PlayStation Vita;Amazing;9.3;RPG;Y;2014
Final Fantasy X / X-2 HD Remaster (Limited Edition);PlayStation 3;Amazing;9.3;RPG;Y;2014
Final Fantasy X / X-2 HD Remaster;PlayStation 3;Amazing;9.3;RPG;Y;2014
Basement Crawl;PlayStation 4;Awful;3;Action;N;2014
The Walking Dead: Season Two -- Episode 2: A House Divided;Xbox 360;Amazing;9.5;Adventure;Y;2014
The Walking Dead: Season Two -- Episode 2: A House Divided;iPhone;Amazing;9.5;Adventure;Y;2014
The Walking Dead: Season Two -- Episode 2: A House Divided;PC;Amazing;9.5;Adventure;Y;2014
The Walking Dead: Season Two -- Episode 2: A House Divided;PlayStation Vita;Amazing;9.5;Adventure;Y;2014
The Walking Dead: Season Two -- Episode 2: A House Divided;PlayStation 3;Amazing;9.5;Adventure;Y;2014
The Witch and the Hundred Knight;PlayStation 3;Mediocre;5.8;Action/RPG;N;2014
South Park: The Stick of Truth;PlayStation 3;Amazing;9;RPG;Y;2014
South Park: The Stick of Truth;PC;Amazing;9;RPG;Y;2014
South Park: The Stick of Truth;Xbox 360;Amazing;9;RPG;Y;2014
Thief;Xbox 360;Okay;6.5;Adventure/Adventure;N;2014
Thief;PlayStation 3;Okay;6.5;Adventure/Adventure;N;2014
Castlevania: Lords of Shadow 2;Xbox 360;Okay;6.5;Action;N;2014
Castlevania: Lords of Shadow 2;PC;Okay;6.5;Action;N;2014
Castlevania: Lords of Shadow 2;PlayStation 3;Okay;6.5;Action;N;2014
Plants vs. Zombies: Garden Warfare;Xbox One;Good;7.8;Shooter;N;2014
Thief;PlayStation 4;Okay;6.8;Adventure/Adventure;N;2014
Thief;PC;Okay;6.8;Adventure/Adventure;N;2014
Thief;Xbox One;Okay;6.8;Adventure/Adventure;N;2014
Rambo: The Video Game;Xbox 360;Awful;3;Shooter;N;2014
Rambo: The Video Game;PC;Awful;3;Shooter;N;2014
Deus Ex: The Fall;PC;Awful;3;Shooter;N;2014
Professor Layton vs. Phoenix Wright;Nintendo 3DS;Good;7.8;Adventure;N;2014
Luftrausers;PC;Great;8.7;Action;N;2014
Luftrausers;PlayStation Vita;Great;8.7;Action;N;2014
Infamous: Second Son;PlayStation 4;Great;8.7;Action;N;2014
Yaiba: Ninja Gaiden Z;Xbox 360;Mediocre;5.6;Action;N;2014
Yaiba: Ninja Gaiden Z;PlayStation 3;Mediocre;5.6;Action;N;2014
Master Reboot;PlayStation 3;Okay;6.2;Adventure;N;2014
Master Reboot;PC;Okay;6.2;Adventure;N;2014
Metal Gear Solid V: Ground Zeroes;Xbox 360;Great;8;Action/Adventure;N;2014
Metal Gear Solid V: Ground Zeroes;Xbox One;Great;8;Action/Adventure;N;2014
Metal Gear Solid V: Ground Zeroes;PlayStation 3;Great;8;Action/Adventure;N;2014
Metal Gear Solid V: Ground Zeroes;PlayStation 4;Great;8;Action/Adventure;N;2014
One Piece: Romance Dawn;Nintendo 3DS;Mediocre;5;RPG;N;2014
Hearthstone: Heroes of WarCraft;Macintosh;Amazing;9;Card/Battle;Y;2014
Hearthstone: Heroes of WarCraft;iPad;Amazing;9;Card/Battle;Y;2014
Hearthstone: Heroes of WarCraft;PC;Amazing;9;Card/Battle;Y;2014
Steel Diver: Sub Wars;Nintendo 3DS;Good;7.8;Shooter;N;2014
Yoshi's New Island;Nintendo 3DS;Good;7.9;Platformer;N;2014
Dark Souls II;PlayStation 3;Amazing;9;Action/RPG;Y;2014
Dark Souls II;Xbox 360;Amazing;9;Action/RPG;Y;2014
Dark Souls II;PC;Amazing;9;Action/RPG;Y;2014
Titanfall;Xbox One;Great;8.9;Shooter/First-Person;Y;2014
Titanfall;Xbox 360;Great;8.9;Shooter/First-Person;Y;2014
Titanfall (Collector's Edition);Xbox One;Great;8.9;Shooter/First-Person;Y;2014
LEGO: The Hobbit;PlayStation 4;Good;7.4;Adventure;N;2014
The Wolf Among Us: Episode 3 -- A Crooked Mile;PlayStation 3;Amazing;9.2;Adventure;Y;2014
The Wolf Among Us: Episode 3 -- A Crooked Mile;PC;Amazing;9.2;Adventure;Y;2014
The Wolf Among Us: Episode 3 -- A Crooked Mile;Xbox 360;Amazing;9.2;Adventure;Y;2014
Kinect Sports Rivals;Xbox One;Good;7.3;Sports/Party;N;2014
Don Bradman Cricket;Xbox 360;Okay;6.8;Sports/Simulation;N;2014
Don Bradman Cricket 14;PlayStation 3;Okay;6.8;Sports/Simulation;N;2014
MLB 14: The Show;PlayStation 3;Great;8.1;Sports/Baseball;N;2014
MLB 14: The Show;PlayStation 4;Great;8.1;Sports/Baseball;N;2014
Dead Nation: Apocalypse Edition;PlayStation 4;Great;8;Shooter;N;2014
Betrayer;PC;Mediocre;5;Action/Adventure;N;2014
Age of Wonders III;PC;Good;7.1;Strategy;N;2014
Goat Simulator;PC;Great;8;Action;N;2014
Smite;PC;Great;8.5;Strategy;N;2014
The Elder Scrolls Online;PC;Good;7.8;RPG;N;2014
Diablo III: Reaper of Souls;PC;Amazing;9.1;Action/RPG;Y;2014
Diablo III: Reaper of Souls;Macintosh;Amazing;9.1;Action/RPG;Y;2014
Atelier Escha & Logy: Alchemist of Dusk Sky;PlayStation 3;Good;7;RPG;N;2014
BlazBlue: Chrono Phantasma;PlayStation 3;Great;8.5;Fighting;N;2014
BlazBlue: Chrono Phantasma;PlayStation Vita;Great;8.5;Fighting;N;2014
World of Tanks;Xbox 360;Great;8;RPG;N;2014
TowerFall Ascension;PlayStation 4;Great;8.9;Action;N;2014
TowerFall Ascension;PC;Great;8.9;Action;N;2014
Bioshock Infinite: Burial at Sea -- Episode Two;PC;Great;8.8;Shooter;N;2014
Pokemon Battle Trozei;Nintendo 3DS;Good;7;Puzzle;N;2014
The Amazing Spider-Man 2;iPhone;Bad;4.5;Action;N;2014
Sir/You are Being Hunted;PC;Good;7.7;Shooter;N;2014
Republique -- Episode 2: Metamorphosis;iPhone;Good;7.5;Adventure;N;2014
The Amazing Spider-Man 2;PC;Mediocre;5.4;Action;N;2014
The Amazing Spider-Man 2;Wii U;Mediocre;5.4;Action;N;2014
The Amazing Spider-Man 2;Xbox One;Mediocre;5.4;Action;N;2014
The Amazing Spider-Man 2;PlayStation 4;Mediocre;5.4;Action;N;2014
The Amazing Spider-Man 2;PlayStation 3;Mediocre;5.4;Action;N;2014
The Amazing Spider-Man 2;Xbox 360;Mediocre;5.4;Action;N;2014
Starlight Inception;PlayStation Vita;Awful;3.8;Flight;N;2014
Wargame: Red Dragon;PC;Good;7.6;Strategy;N;2014
Daylight;PC;Mediocre;5.8;Adventure;N;2014
Daylight;PlayStation 4;Mediocre;5.8;Adventure;N;2014
Child of Light;PlayStation 3;Amazing;9.3;RPG;Y;2014
Mercenary Kings;PC;Great;8;Action;N;2014
Mercenary Kings;PlayStation 4;Great;8;Action;N;2014
Mario Golf World Tour;Nintendo 3DS;Great;8.6;Sports/Action;N;2014
Transformers: Rise of the Dark Spark;PlayStation 3;Bad;4.9;Action;N;2014
Transformers: Rise of the Dark Spark;PlayStation 4;Bad;4.9;Action;N;2014
Resogun Heroes;PlayStation 4;Great;8.5;Shooter;N;2014
Sniper Elite III;PC;Great;8.2;Shooter;N;2014
Sniper Elite III;PlayStation 4;Great;8.2;Shooter;N;2014
WildStar;PC;Great;8.7;RPG;N;2014
Child of Light;Wii U;Amazing;9.3;RPG;Y;2014
Child of Light;PlayStation 4;Amazing;9.3;RPG;Y;2014
Child of Light;Xbox One;Amazing;9.3;RPG;Y;2014
Child of Light;PC;Amazing;9.3;RPG;Y;2014
Child of Light;Xbox 360;Amazing;9.3;RPG;Y;2014
Child of Light;PlayStation Vita;Amazing;9.3;RPG;Y;2014
The Last Federation;PC;Okay;6.9;Strategy;N;2014
Kirby: Triple Deluxe;Nintendo 3DS;Okay;6;Platformer;N;2014
Batman: Arkham Origins -- Cold/Cold Heart;PC;Good;7;Action;N;2014
Octodad: Dadliest Catch;PlayStation 4;Good;7.8;Adventure;N;2014
NES Remix 2;Wii U;Good;7.7;Party;N;2014
Hitman Go;Android;Great;8.2;Strategy;N;2014
Hitman Go;iPhone;Great;8.2;Strategy;N;2014
War of the Vikings;PC;Awful;3.5;;N;2014
LEGO: The Hobbit;Nintendo 3DS;Good;7;Adventure;N;2014
Ether One;PC;Good;7.9;Adventure;N;2014
